id,Text,Category
,What is the maximum interval time of the time-lapse video mode in the primary camera of this mobile?,Camera Features
,Is there a manual exposure control available for the primary camera on this mobile?,Camera Features
,Is there a manual ISO control available for the primary camera on this mobile?,Camera Features
,Is there a manual shutter speed control available for the primary camera on this mobile?,Camera Features
,Is there a manual white balance control available for the primary camera on this mobile?,Camera Features
,Is there a manual focus peaking feature available for the primary camera on this mobile?,Camera Features
,Is there a RAW photo capture feature available for the primary camera on this mobile?,Camera Features
,What is the maximum resolution of the RAW photos captured using the primary camera of this mobile?,Camera Features
,Is there a burst mode available for photos captured using the primary camera on this mobile?,Camera Features
,What is the maximum number of photos that can be captured in burst mode using the primary camera of this mobile?,Camera Features
,Is there a face retouching feature available for photos captured using the primary camera on this mobile?,Camera Features
,Is there a background music feature available for videos recorded using the primary camera on this mobile?,Camera Features
,Is there a video trimming feature available for videos recorded using the primary camera on this mobile?,Camera Features
,Is there a video captioning feature available for videos recorded using the primary camera on this mobile?,Camera Features
,Is there a video subtitle feature available for videos recorded using the primary camera on this mobile?,Camera Features
,Is there a video stabilization feature available for videos recorded using the primary camera on this mobile?,Camera Features
